# .PCD v.7 - Point Cloud Data file format
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 1553
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 1553
DATA ascii
-0.03728857 0.1503571 1.263
-0.03477238 0.149881 1.259
-0.03237429 0.149881 1.259
-0.02997619 0.149881 1.259
-0.02757809 0.149881 1.259
-0.02518 0.149881 1.259
-0.02285429 0.1503571 1.263
-0.02052952 0.1509524 1.268
-0.01811429 0.1509524 1.268
-0.01574857 0.1514286 1.272
-0.01332571 0.1514286 1.272
-0.01090286 0.1514286 1.272
-0.1188629 0.1623181 1.342
-0.1157867 0.1615924 1.336
-0.1128181 0.1609876 1.331
-0.1102829 0.1609876 1.331
-0.1077476 0.1609876 1.331
-0.1052124 0.1609876 1.331
-0.1022914 0.1603829 1.326
-0.09938953 0.1597781 1.321
-0.09650667 0.1591734 1.316
-0.09364286 0.1585686 1.311
-0.09114572 0.1585686 1.311
-0.08831048 0.1579638 1.306
-0.08582287 0.1579638 1.306
-0.08333524 0.1579638 1.306
-0.08084763 0.1579638 1.306
-0.07836001 0.1579638 1.306
-0.07587239 0.1579638 1.306
-0.07338477 0.1579638 1.306
-0.07062571 0.1573591 1.301
-0.06788571 0.1567543 1.296
-0.06516477 0.1561495 1.291
-0.06251143 0.1556657 1.287
-0.05982667 0.155061 1.282
-0.05716095 0.1544562 1.277
-0.05451429 0.1538514 1.272
-0.05209143 0.1538514 1.272
-0.04966858 0.1538514 1.272
-0.04724571 0.1538514 1.272
-0.0446819 0.1533676 1.268
-0.04226667 0.1533676 1.268
-0.03969429 0.1527629 1.263
-0.03728857 0.1527629 1.263
-0.03488285 0.1527629 1.263
-0.03247714 0.1527629 1.263
-0.03007143 0.1527629 1.263
-0.02766571 0.1527629 1.263
-0.02526 0.1527629 1.263
-0.02285429 0.1527629 1.263
-0.02052952 0.1533676 1.268
-0.01811429 0.1533676 1.268
-0.01574857 0.1538514 1.272
-0.01332571 0.1538514 1.272
-0.1153533 0.1635229 1.331
-0.1128181 0.1635229 1.331
-0.1102829 0.1635229 1.331
-0.1077476 0.1635229 1.331
-0.1052124 0.1635229 1.331
-0.1022914 0.1629086 1.326
-0.09938953 0.1622943 1.321
-0.09687334 0.1622943 1.321
-0.094 0.16168 1.316
-0.09114572 0.1610657 1.311
-0.08864858 0.1610657 1.311
-0.08582287 0.1604514 1.306
-0.08333524 0.1604514 1.306
-0.08084763 0.1604514 1.306
-0.07836001 0.1604514 1.306
-0.07587239 0.1604514 1.306
-0.07338477 0.1604514 1.306
-0.07062571 0.1598372 1.301
-0.06788571 0.1592229 1.296
-0.06516477 0.1586086 1.291
-0.06251143 0.1581171 1.287
-0.05982667 0.1575029 1.282
-0.05716095 0.1568886 1.277
-0.05451429 0.1562743 1.272
-0.05209143 0.1562743 1.272
-0.04966858 0.1562743 1.272
-0.04724571 0.1562743 1.272
-0.0446819 0.1557829 1.268
-0.04226667 0.1557829 1.268
-0.03969429 0.1551686 1.263
-0.03728857 0.1551686 1.263
-0.03488285 0.1551686 1.263
-0.03247714 0.1551686 1.263
-0.03007143 0.1551686 1.263
-0.02766571 0.1551686 1.263
-0.02526 0.1551686 1.263
-0.02285429 0.1551686 1.263
-0.02052952 0.1557829 1.268
-0.01817143 0.1562743 1.272
-0.01581048 0.1568886 1.277
-0.0133781 0.1568886 1.277
-0.1188629 0.1674305 1.342
-0.1153533 0.1660581 1.331
-0.1128181 0.1660581 1.331
-0.1102829 0.1660581 1.331
-0.1077476 0.1660581 1.331
-0.1052124 0.1660581 1.331
-0.1022914 0.1654343 1.326
-0.09976572 0.1654343 1.326
-0.09687334 0.1648105 1.321
-0.094 0.1641867 1.316
-0.09114572 0.1635629 1.311
-0.08864858 0.1635629 1.311
-0.08615144 0.1635629 1.311
-0.08365429 0.1635629 1.311
-0.08084763 0.1629391 1.306
-0.07836001 0.1629391 1.306
-0.07587239 0.1629391 1.306
-0.07338477 0.1629391 1.306
-0.07062571 0.1623152 1.301
-0.06788571 0.1616914 1.296
-0.06516477 0.1610676 1.291
-0.06251143 0.1605686 1.287
-0.05982667 0.1599448 1.282
-0.05716095 0.159321 1.277
-0.05451429 0.1586971 1.272
-0.05209143 0.1586971 1.272
-0.04966858 0.1586971 1.272
-0.04724571 0.1586971 1.272
-0.0446819 0.1581981 1.268
-0.04226667 0.1581981 1.268
-0.03969429 0.1575743 1.263
-0.03728857 0.1575743 1.263
-0.03488285 0.1575743 1.263
-0.03247714 0.1575743 1.263
-0.03007143 0.1575743 1.263
-0.02777524 0.1581981 1.268
-0.02536 0.1581981 1.268
-0.02294476 0.1581981 1.268
-0.02059429 0.1586971 1.272
-0.01824286 0.159321 1.277
-0.01587238 0.1599448 1.282
-0.01343048 0.1599448 1.282
-0.1183314 0.1692267 1.336
-0.1157867 0.1692267 1.336
-0.1128181 0.1685933 1.331
-0.1102829 0.1685933 1.331
-0.1077476 0.1685933 1.331
-0.1052124 0.1685933 1.331
-0.1022914 0.16796 1.326
-0.09976572 0.16796 1.326
-0.09687334 0.1673267 1.321
-0.09435715 0.1673267 1.321
-0.09149334 0.1666933 1.316
-0.08864858 0.16606 1.311
-0.08615144 0.16606 1.311
-0.08365429 0.16606 1.311
-0.08115715 0.16606 1.311
-0.07866001 0.16606 1.311
-0.07587239 0.1654267 1.306
-0.07338477 0.1654267 1.306
-0.07062571 0.1647934 1.301
-0.06788571 0.16416 1.296
-0.06516477 0.1635267 1.291
-0.06270572 0.1635267 1.291
-0.05982667 0.1623867 1.282
-0.05716095 0.1617533 1.277
-0.05451429 0.16112 1.272
-0.05209143 0.16112 1.272
-0.04966858 0.16112 1.272
-0.04709714 0.1606133 1.268
-0.0446819 0.1606133 1.268
-0.0421 0.15998 1.263
-0.03969429 0.15998 1.263
-0.03728857 0.15998 1.263
-0.03488285 0.15998 1.263
-0.03260572 0.1606133 1.268
-0.03019048 0.1606133 1.268
-0.02777524 0.1606133 1.268
-0.02544 0.16112 1.272
-0.02301714 0.16112 1.272
-0.02067524 0.1617533 1.277
-0.01831429 0.1623867 1.282
-0.01593429 0.16302 1.287
-0.01348286 0.16302 1.287
-0.1157867 0.1717714 1.336
-0.1128181 0.1711286 1.331
-0.1102829 0.1711286 1.331
-0.1077476 0.1711286 1.331
-0.1048171 0.1704857 1.326
-0.1022914 0.1704857 1.326
-0.09976572 0.1704857 1.326
-0.09724 0.1704857 1.326
-0.09435715 0.1698429 1.321
-0.09149334 0.1692 1.316
-0.08864858 0.1685572 1.311
-0.08615144 0.1685572 1.311
-0.08365429 0.1685572 1.311
-0.08115715 0.1685572 1.311
-0.07866001 0.1685572 1.311
-0.07587239 0.1679143 1.306
-0.07338477 0.1679143 1.306
-0.07062571 0.1672714 1.301
-0.06814763 0.1672714 1.301
-0.06516477 0.1659857 1.291
-0.06251143 0.1654714 1.287
-0.05959333 0.1641857 1.277
-0.05716095 0.1641857 1.277
-0.05451429 0.1635429 1.272
-0.05209143 0.1635429 1.272
-0.04966858 0.1635429 1.272
-0.04709714 0.1630286 1.268
-0.0446819 0.1630286 1.268
-0.04226667 0.1630286 1.268
-0.03969429 0.1623857 1.263
-0.03728857 0.1623857 1.263
-0.03488285 0.1623857 1.263
-0.03260572 0.1630286 1.268
-0.03019048 0.1630286 1.268
-0.02786286 0.1635429 1.272
-0.02544 0.1635429 1.272
-0.02310762 0.1641857 1.277
-0.02075619 0.1648286 1.282
-0.01838571 0.1654714 1.287
-0.01593429 0.1654714 1.287
-0.01348286 0.1654714 1.287
-0.1157867 0.1743162 1.336
-0.1128181 0.1736638 1.331
-0.1102829 0.1736638 1.331
-0.1073429 0.1730114 1.326
-0.1048171 0.1730114 1.326
-0.1022914 0.1730114 1.326
-0.09976572 0.1730114 1.326
-0.09724 0.1730114 1.326
-0.09435715 0.1723591 1.321
-0.09149334 0.1717067 1.316
-0.08864858 0.1710543 1.311
-0.08615144 0.1710543 1.311
-0.08365429 0.1710543 1.311
-0.08115715 0.1710543 1.311
-0.07866001 0.1710543 1.311
-0.07587239 0.1704019 1.306
-0.07338477 0.1704019 1.306
-0.07062571 0.1697495 1.301
-0.06814763 0.1697495 1.301
-0.06516477 0.1684448 1.291
-0.06251143 0.1679229 1.287
-0.05959333 0.1666181 1.277
-0.05716095 0.1666181 1.277
-0.05451429 0.1659657 1.272
-0.05209143 0.1659657 1.272
-0.04966858 0.1659657 1.272
-0.04709714 0.1654438 1.268
-0.0446819 0.1654438 1.268
-0.04226667 0.1654438 1.268
-0.03985143 0.1654438 1.268
-0.03728857 0.1647914 1.263
-0.03488285 0.1647914 1.263
-0.03260572 0.1654438 1.268
-0.03028571 0.1659657 1.272
-0.02786286 0.1659657 1.272
-0.02544 0.1659657 1.272
-0.02310762 0.1666181 1.277
-0.02075619 0.1672705 1.282
-0.01838571 0.1679229 1.287
-0.01593429 0.1679229 1.287
-0.01348286 0.1679229 1.287
-0.1157867 0.176861 1.336
-0.1128181 0.1761991 1.331
-0.1102829 0.1761991 1.331
-0.1073429 0.1755372 1.326
-0.1048171 0.1755372 1.326
-0.1022914 0.1755372 1.326
-0.09976572 0.1755372 1.326
-0.09687334 0.1748753 1.321
-0.09435715 0.1748753 1.321
-0.09149334 0.1742133 1.316
-0.08864858 0.1735514 1.311
-0.08615144 0.1735514 1.311
-0.08365429 0.1735514 1.311
-0.08115715 0.1735514 1.311
-0.07866001 0.1735514 1.311
-0.07587239 0.1728895 1.306
-0.07338477 0.1728895 1.306
-0.07062571 0.1722276 1.301
-0.06814763 0.1722276 1.301
-0.06496286 0.1703743 1.287
-0.06202572 0.1690505 1.277
-0.05936 0.1683886 1.272
-0.05693715 0.1683886 1.272
-0.05451429 0.1683886 1.272
-0.05209143 0.1683886 1.272
-0.04966858 0.1683886 1.272
-0.04709714 0.167859 1.268
-0.0446819 0.167859 1.268
-0.04226667 0.167859 1.268
-0.03985143 0.167859 1.268
-0.03728857 0.1671972 1.263
-0.03488285 0.1671972 1.263
-0.03260572 0.167859 1.268
-0.03028571 0.1683886 1.272
-0.02786286 0.1683886 1.272
-0.02554 0.1690505 1.277
-0.0231981 0.1697124 1.282
-0.02083714 0.1703743 1.287
-0.01838571 0.1703743 1.287
-0.01593429 0.1703743 1.287
-0.01348286 0.1703743 1.287
-0.1153533 0.1787343 1.331
-0.1128181 0.1787343 1.331
-0.1102829 0.1787343 1.331
-0.1073429 0.1780629 1.326
-0.1048171 0.1780629 1.326
-0.1022914 0.1780629 1.326
-0.09938953 0.1773914 1.321
-0.09687334 0.1773914 1.321
-0.09435715 0.1773914 1.321
-0.09149334 0.17672 1.316
-0.08864858 0.1760486 1.311
-0.08615144 0.1760486 1.311
-0.08365429 0.1760486 1.311
-0.08084763 0.1753771 1.306
-0.07836001 0.1753771 1.306
-0.07587239 0.1753771 1.306
-0.07338477 0.1753771 1.306
-0.07062571 0.1747057 1.301
-0.06814763 0.1747057 1.301
-0.06496286 0.1728257 1.287
-0.06202572 0.1714829 1.277
-0.05936 0.1708114 1.272
-0.05693715 0.1708114 1.272
-0.05451429 0.1708114 1.272
-0.05209143 0.1708114 1.272
-0.04966858 0.1708114 1.272
-0.04709714 0.1702743 1.268
-0.0446819 0.1702743 1.268
-0.04226667 0.1702743 1.268
-0.03985143 0.1702743 1.268
-0.03728857 0.1696029 1.263
-0.03488285 0.1696029 1.263
-0.03260572 0.1702743 1.268
-0.03028571 0.1708114 1.272
-0.02786286 0.1708114 1.272
-0.02554 0.1714829 1.277
-0.0231981 0.1721543 1.282
-0.02083714 0.1728257 1.287
-0.01838571 0.1728257 1.287
-0.01593429 0.1728257 1.287
-0.01348286 0.1728257 1.287
-0.1153533 0.1812695 1.331
-0.1128181 0.1812695 1.331
-0.1102829 0.1812695 1.331
-0.1073429 0.1805886 1.326
-0.1048171 0.1805886 1.326
-0.1022914 0.1805886 1.326
-0.09938953 0.1799076 1.321
-0.09687334 0.1799076 1.321
-0.09435715 0.1799076 1.321
-0.09149334 0.1792267 1.316
-0.08864858 0.1785457 1.311
-0.08615144 0.1785457 1.311
-0.08333524 0.1778648 1.306
-0.08084763 0.1778648 1.306
-0.07836001 0.1778648 1.306
-0.07587239 0.1778648 1.306
-0.07338477 0.1778648 1.306
-0.07062571 0.1771838 1.301
-0.06814763 0.1771838 1.301
-0.06496286 0.1752772 1.287
-0.06202572 0.1739152 1.277
-0.05936 0.1732343 1.272
-0.05693715 0.1732343 1.272
-0.05451429 0.1732343 1.272
-0.05209143 0.1732343 1.272
-0.04966858 0.1732343 1.272
-0.04709714 0.1726895 1.268
-0.0446819 0.1726895 1.268
-0.04226667 0.1726895 1.268
-0.03985143 0.1726895 1.268
-0.03743619 0.1726895 1.268
-0.03502095 0.1726895 1.268
-0.03270857 0.1732343 1.272
-0.03028571 0.1732343 1.272
-0.02797238 0.1739152 1.277
-0.02564 0.1745962 1.282
-0.02328857 0.1752772 1.287
-0.02083714 0.1752772 1.287
-0.01844286 0.1758219 1.291
-0.01598381 0.1758219 1.291
-0.01352476 0.1758219 1.291
-0.1153533 0.1838048 1.331
-0.1128181 0.1838048 1.331
-0.1098686 0.1831143 1.326
-0.1073429 0.1831143 1.326
-0.1048171 0.1831143 1.326
-0.1022914 0.1831143 1.326
-0.09938953 0.1824238 1.321
-0.09687334 0.1824238 1.321
-0.09435715 0.1824238 1.321
-0.09149334 0.1817334 1.316
-0.08864858 0.1810429 1.311
-0.08615144 0.1810429 1.311
-0.08333524 0.1803524 1.306
-0.08084763 0.1803524 1.306
-0.07836001 0.1803524 1.306
-0.07587239 0.1803524 1.306
-0.07338477 0.1803524 1.306
-0.07062571 0.1796619 1.301
-0.06814763 0.1796619 1.301
-0.06496286 0.1777286 1.287
-0.06202572 0.1763476 1.277
-0.05936 0.1756572 1.272
-0.05693715 0.1756572 1.272
-0.05451429 0.1756572 1.272
-0.05209143 0.1756572 1.272
-0.04966858 0.1756572 1.272
-0.04709714 0.1751048 1.268
-0.0446819 0.1751048 1.268
-0.04226667 0.1751048 1.268
-0.03985143 0.1751048 1.268
-0.03743619 0.1751048 1.268
-0.03502095 0.1751048 1.268
-0.03270857 0.1756572 1.272
-0.03040476 0.1763476 1.277
-0.02808191 0.1770381 1.282
-0.02564 0.1770381 1.282
-0.02328857 0.1777286 1.287
-0.02090191 0.178281 1.291
-0.01844286 0.178281 1.291
-0.01598381 0.178281 1.291
-0.01352476 0.178281 1.291
-0.1098686 0.18564 1.326
-0.1073429 0.18564 1.326
-0.1048171 0.18564 1.326
-0.1022914 0.18564 1.326
-0.09938953 0.18494 1.321
-0.09687334 0.18494 1.321
-0.09435715 0.18494 1.321
-0.09149334 0.18424 1.316
-0.08864858 0.18354 1.311
-0.08615144 0.18354 1.311
-0.08333524 0.18284 1.306
-0.08084763 0.18284 1.306
-0.07836001 0.18284 1.306
-0.07587239 0.18284 1.306
-0.07338477 0.18284 1.306
-0.07062571 0.18214 1.301
-0.06814763 0.18214 1.301
-0.06496286 0.18018 1.287
-0.06202572 0.17878 1.277
-0.05936 0.17808 1.272
-0.05693715 0.17808 1.272
-0.05451429 0.17808 1.272
-0.05209143 0.17808 1.272
-0.04966858 0.17808 1.272
-0.04709714 0.17752 1.268
-0.0446819 0.17752 1.268
-0.04226667 0.17752 1.268
-0.03985143 0.17752 1.268
-0.03743619 0.17752 1.268
-0.03502095 0.17752 1.268
-0.03283714 0.17878 1.277
-0.03052381 0.17948 1.282
-0.02819143 0.18018 1.287
-0.02574 0.18018 1.287
-0.02336095 0.18074 1.291
-0.02090191 0.18074 1.291
-0.01844286 0.18074 1.291
-0.01598381 0.18074 1.291
-0.01352476 0.18074 1.291
-0.1077476 0.1888753 1.331
-0.1048171 0.1881657 1.326
-0.1022914 0.1881657 1.326
-0.09976572 0.1881657 1.326
-0.09724 0.1881657 1.326
-0.09471429 0.1881657 1.326
-0.09149334 0.1867467 1.316
-0.08864858 0.1860372 1.311
-0.08615144 0.1860372 1.311
-0.08333524 0.1853276 1.306
-0.08084763 0.1853276 1.306
-0.07836001 0.1853276 1.306
-0.07587239 0.1853276 1.306
-0.07338477 0.1853276 1.306
-0.07062571 0.1846181 1.301
-0.06788571 0.1839086 1.296
-0.06516477 0.183199 1.291
-0.06226857 0.1819219 1.282
-0.05959333 0.1812124 1.277
-0.05716095 0.1812124 1.277
-0.05451429 0.1805029 1.272
-0.05209143 0.1805029 1.272
-0.04966858 0.1805029 1.272
-0.04709714 0.1799352 1.268
-0.0446819 0.1799352 1.268
-0.04226667 0.1799352 1.268
-0.03985143 0.1799352 1.268
-0.03743619 0.1799352 1.268
-0.03513143 0.1805029 1.272
-0.03296572 0.1819219 1.282
-0.03052381 0.1819219 1.282
-0.02819143 0.1826314 1.287
-0.02582 0.183199 1.291
-0.02336095 0.183199 1.291
-0.02090191 0.183199 1.291
-0.01844286 0.183199 1.291
-0.01598381 0.183199 1.291
-0.1052124 0.1914105 1.331
-0.1022914 0.1906914 1.326
-0.09976572 0.1906914 1.326
-0.09724 0.1906914 1.326
-0.09471429 0.1906914 1.326
-0.09184096 0.1899724 1.321
-0.08898667 0.1892533 1.316
-0.08615144 0.1885343 1.311
-0.08333524 0.1878153 1.306
-0.08084763 0.1878153 1.306
-0.07836001 0.1878153 1.306
-0.07587239 0.1878153 1.306
-0.07338477 0.1878153 1.306
-0.07062571 0.1870962 1.301
-0.06788571 0.1863771 1.296
-0.06516477 0.1856581 1.291
-0.06251143 0.1850829 1.287
-0.05959333 0.1836448 1.277
-0.05716095 0.1836448 1.277
-0.05451429 0.1829257 1.272
-0.05209143 0.1829257 1.272
-0.04966858 0.1829257 1.272
-0.04724571 0.1829257 1.272
-0.04482286 0.1829257 1.272
-0.04226667 0.1823505 1.268
-0.03985143 0.1823505 1.268
-0.03755429 0.1829257 1.272
-0.03513143 0.1829257 1.272
-0.03309429 0.1850829 1.287
-0.03064286 0.1850829 1.287
-0.02827905 0.1856581 1.291
-0.02582 0.1856581 1.291
-0.02336095 0.1856581 1.291
-0.02090191 0.1856581 1.291
-0.01844286 0.1856581 1.291
-0.01598381 0.1856581 1.291
-0.1005181 0.1946743 1.336
-0.09797334 0.1946743 1.336
-0.09507143 0.1939457 1.331
-0.09218857 0.1932172 1.326
-0.08898667 0.19176 1.316
-0.08615144 0.1910314 1.311
-0.08365429 0.1910314 1.311
-0.08084763 0.1903029 1.306
-0.07836001 0.1903029 1.306
-0.07587239 0.1903029 1.306
-0.07338477 0.1903029 1.306
-0.07062571 0.1895743 1.301
-0.06788571 0.1888457 1.296
-0.06541715 0.1888457 1.296
-0.06270572 0.1881171 1.291
-0.06006 0.1875343 1.287
-0.05738476 0.1868057 1.282
-0.05472858 0.1860771 1.277
-0.05229619 0.1860771 1.277
-0.04966858 0.1853486 1.272
-0.04724571 0.1853486 1.272
-0.04482286 0.1853486 1.272
-0.0424 0.1853486 1.272
-0.04013429 0.1860771 1.277
-0.03784952 0.1868057 1.282
-0.03540762 0.1868057 1.282
-0.03309429 0.1875343 1.287
-0.03064286 0.1875343 1.287
-0.02827905 0.1881171 1.291
-0.02582 0.1881171 1.291
-0.02336095 0.1881171 1.291
-0.02090191 0.1881171 1.291
-0.01844286 0.1881171 1.291
-0.01598381 0.1881171 1.291
-0.08615144 0.1935286 1.311
-0.08333524 0.1927905 1.306
-0.08084763 0.1927905 1.306
-0.07836001 0.1927905 1.306
-0.07587239 0.1927905 1.306
-0.07310382 0.1920524 1.301
-0.07062571 0.1920524 1.301
-0.06814763 0.1920524 1.301
-0.06541715 0.1913143 1.296
-0.06270572 0.1905762 1.291
-0.06024667 0.1905762 1.291
-0.05760857 0.1899857 1.287
-0.05494286 0.1892476 1.282
-0.05250096 0.1892476 1.282
-0.04986381 0.1885095 1.277
-0.04743143 0.1885095 1.277
-0.04499905 0.1885095 1.277
-0.04256667 0.1885095 1.277
-0.04029143 0.1892476 1.282
-0.03784952 0.1892476 1.282
-0.03554571 0.1899857 1.287
-0.03309429 0.1899857 1.287
-0.03064286 0.1899857 1.287
-0.02827905 0.1905762 1.291
-0.02582 0.1905762 1.291
-0.02336095 0.1905762 1.291
-0.02090191 0.1905762 1.291
-0.01844286 0.1905762 1.291
-0.08615144 0.1960257 1.311
-0.08333524 0.1952781 1.306
-0.08084763 0.1952781 1.306
-0.07866001 0.1960257 1.311
-0.07587239 0.1952781 1.306
-0.07310382 0.1945305 1.301
-0.07062571 0.1945305 1.301
-0.06814763 0.1945305 1.301
-0.06566953 0.1945305 1.301
-0.06270572 0.1930352 1.291
-0.06024667 0.1930352 1.291
-0.05778762 0.1930352 1.291
-0.05515714 0.1924371 1.287
-0.05270572 0.1924371 1.287
-0.05005905 0.1916895 1.282
-0.04761714 0.1916895 1.282
-0.04517524 0.1916895 1.282
-0.04273333 0.1916895 1.282
-0.04029143 0.1916895 1.282
-0.03799715 0.1924371 1.287
-0.03554571 0.1924371 1.287
-0.03309429 0.1924371 1.287
-0.03064286 0.1924371 1.287
-0.02827905 0.1930352 1.291
-0.02582 0.1930352 1.291
-0.02336095 0.1930352 1.291
-0.02090191 0.1930352 1.291
-0.01844286 0.1930352 1.291
-0.08365429 0.1985229 1.311
-0.08115715 0.1985229 1.311
-0.07836001 0.1977657 1.306
-0.07587239 0.1977657 1.306
-0.07310382 0.1970086 1.301
-0.07062571 0.1970086 1.301
-0.06814763 0.1970086 1.301
-0.06566953 0.1970086 1.301
-0.06294857 0.1962514 1.296
-0.06024667 0.1954943 1.291
-0.05778762 0.1954943 1.291
-0.05515714 0.1948886 1.287
-0.05270572 0.1948886 1.287
-0.05025429 0.1948886 1.287
-0.04780286 0.1948886 1.287
-0.04517524 0.1941314 1.282
-0.04273333 0.1941314 1.282
-0.04044857 0.1948886 1.287
-0.03799715 0.1948886 1.287
-0.03554571 0.1948886 1.287
-0.03309429 0.1948886 1.287
-0.03064286 0.1948886 1.287
-0.02827905 0.1954943 1.291
-0.02582 0.1954943 1.291
-0.02336095 0.1954943 1.291
-0.02090191 0.1954943 1.291
-0.01844286 0.1954943 1.291
-0.08365429 0.20102 1.311
-0.08115715 0.20102 1.311
-0.07836001 0.2002534 1.306
-0.07587239 0.2002534 1.306
-0.07338477 0.2002534 1.306
-0.07062571 0.1994867 1.301
-0.06814763 0.1994867 1.301
-0.06566953 0.1994867 1.301
-0.06294857 0.19872 1.296
-0.06024667 0.1979533 1.291
-0.05778762 0.1979533 1.291
-0.05532857 0.1979533 1.291
-0.05270572 0.19734 1.287
-0.05025429 0.19734 1.287
-0.04780286 0.19734 1.287
-0.04535143 0.19734 1.287
-0.0429 0.19734 1.287
-0.04044857 0.19734 1.287
-0.03799715 0.19734 1.287
-0.03554571 0.19734 1.287
-0.03309429 0.19734 1.287
-0.03064286 0.19734 1.287
-0.02827905 0.1979533 1.291
-0.02582 0.1979533 1.291
-0.02336095 0.1979533 1.291
-0.02090191 0.1979533 1.291
-0.07836001 0.202741 1.306
-0.07587239 0.202741 1.306
-0.07338477 0.202741 1.306
-0.07062571 0.2019648 1.301
-0.06814763 0.2019648 1.301
-0.06566953 0.2019648 1.301
-0.06294857 0.2011886 1.296
-0.06048 0.2011886 1.296
-0.05801143 0.2011886 1.296
-0.05532857 0.2004124 1.291
-0.05286952 0.2004124 1.291
-0.05041048 0.2004124 1.291
-0.04795143 0.2004124 1.291
-0.04535143 0.1997914 1.287
-0.0429 0.1997914 1.287
-0.04044857 0.1997914 1.287
-0.03799715 0.1997914 1.287
-0.03554571 0.1997914 1.287
-0.03309429 0.1997914 1.287
-0.03064286 0.1997914 1.287
-0.02819143 0.1997914 1.287
-0.02582 0.2004124 1.291
-0.02336095 0.2004124 1.291
-0.07338477 0.2052286 1.306
-0.07062571 0.2044429 1.301
-0.06814763 0.2044429 1.301
-0.06566953 0.2044429 1.301
-0.06319144 0.2044429 1.301
-0.06048 0.2036571 1.296
-0.05801143 0.2036571 1.296
-0.05554286 0.2036571 1.296
-0.05286952 0.2028714 1.291
-0.05041048 0.2028714 1.291
-0.04795143 0.2028714 1.291
-0.04549238 0.2028714 1.291
-0.04303334 0.2028714 1.291
-0.04057429 0.2028714 1.291
-0.03811524 0.2028714 1.291
-0.03565619 0.2028714 1.291
-0.03319714 0.2028714 1.291
-0.03064286 0.2022429 1.287
-0.02819143 0.2022429 1.287
-0.07062571 0.206921 1.301
-0.06840953 0.2077162 1.306
-0.0659219 0.2077162 1.306
-0.06367715 0.2085114 1.311
-0.06094667 0.2077162 1.306
-0.05845905 0.2077162 1.306
-0.05597143 0.2077162 1.306
-0.05348381 0.2077162 1.306
-0.0509962 0.2077162 1.306
-0.04850858 0.2077162 1.306
-0.04549238 0.2053305 1.291
-0.04303334 0.2053305 1.291
-0.04057429 0.2053305 1.291
-0.03811524 0.2053305 1.291
-0.03565619 0.2053305 1.291
-0.03319714 0.2053305 1.291
-0.06840953 0.2102038 1.306
-0.0659219 0.2102038 1.306
-0.06416286 0.2126181 1.321
-0.06164667 0.2126181 1.321
-0.05890667 0.2118133 1.316
-0.0564 0.2118133 1.316
-0.0540981 0.2126181 1.321
-0.05158191 0.2126181 1.321
-0.04925143 0.2134229 1.326
-0.06416286 0.2151343 1.321
-0.06164667 0.2151343 1.321
-0.05890667 0.21432 1.316
-0.0564 0.21432 1.316
-0.0540981 0.2151343 1.321
-0.05158191 0.2151343 1.321
-0.04925143 0.2159486 1.326
