# .PCD v.7 - Point Cloud Data file format
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 1723
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 1723
DATA ascii
0.02985619 -0.123319 1.363
0.03233333 -0.1228667 1.358
0.03492 -0.1228667 1.358
0.03750667 -0.1228667 1.358
0.04009333 -0.1228667 1.358
0.04268 -0.1228667 1.358
0.04526667 -0.1228667 1.358
0.04802952 -0.123319 1.363
0.05062572 -0.123319 1.363
0.05341714 -0.1237714 1.368
0.05602286 -0.1237714 1.368
0.05862857 -0.1237714 1.368
0.06150286 -0.1243143 1.374
0.06412 -0.1243143 1.374
0.06673715 -0.1243143 1.374
0.06960667 -0.1247667 1.379
0.07223333 -0.1247667 1.379
0.07486001 -0.1247667 1.379
-0.01456191 -0.1231143 1.39
-0.01191429 -0.1231143 1.39
-0.009266667 -0.1231143 1.39
-0.006595239 -0.1226714 1.385
-0.003957143 -0.1226714 1.385
-0.001313333 -0.12214 1.379
0.001308571 -0.1216972 1.374
0.003925715 -0.1216972 1.374
0.006542857 -0.1216972 1.374
0.009120001 -0.1211657 1.368
0.01172571 -0.1211657 1.368
0.01433143 -0.1211657 1.368
0.01693714 -0.1211657 1.368
0.01954286 -0.1211657 1.368
0.02214857 -0.1211657 1.368
0.02475429 -0.1211657 1.368
0.02736 -0.1211657 1.368
0.02996572 -0.1211657 1.368
0.03233333 -0.12028 1.358
0.03492 -0.12028 1.358
0.03750667 -0.12028 1.358
0.04009333 -0.12028 1.358
0.04268 -0.12028 1.358
0.04526667 -0.12028 1.358
0.04802952 -0.1207229 1.363
0.05062572 -0.1207229 1.363
0.05322191 -0.1207229 1.363
0.05602286 -0.1211657 1.368
0.05862857 -0.1211657 1.368
0.06123429 -0.1211657 1.368
0.06412 -0.1216972 1.374
0.06673715 -0.1216972 1.374
0.06960667 -0.12214 1.379
0.07223333 -0.12214 1.379
0.07486001 -0.12214 1.379
-0.01191429 -0.1204667 1.39
-0.009266667 -0.1204667 1.39
-0.006595239 -0.1200333 1.385
-0.003957143 -0.1200333 1.385
-0.001313333 -0.1195133 1.379
0.001308571 -0.11908 1.374
0.003925715 -0.11908 1.374
0.006542857 -0.11908 1.374
0.009120001 -0.11856 1.368
0.01172571 -0.11856 1.368
0.01433143 -0.11856 1.368
0.01693714 -0.11856 1.368
0.01954286 -0.11856 1.368
0.02214857 -0.11856 1.368
0.02475429 -0.11856 1.368
0.02736 -0.11856 1.368
0.02996572 -0.11856 1.368
0.03233333 -0.1176933 1.358
0.03492 -0.1176933 1.358
0.03750667 -0.1176933 1.358
0.04009333 -0.1176933 1.358
0.04268 -0.1176933 1.358
0.04526667 -0.1176933 1.358
0.04785334 -0.1176933 1.358
0.05044 -0.1176933 1.358
0.05322191 -0.1181267 1.363
0.0558181 -0.1181267 1.363
0.05841429 -0.1181267 1.363
0.06123429 -0.11856 1.368
0.06383999 -0.11856 1.368
0.06644572 -0.11856 1.368
0.06935429 -0.11908 1.374
0.07197143 -0.11908 1.374
0.07486001 -0.1195133 1.379
-0.01191429 -0.1178191 1.39
-0.009266667 -0.1178191 1.39
-0.006619048 -0.1178191 1.39
-0.003957143 -0.1173952 1.385
-0.001313333 -0.1168867 1.379
0.001313333 -0.1168867 1.379
0.003925715 -0.1164629 1.374
0.006542857 -0.1164629 1.374
0.009120001 -0.1159543 1.368
0.01172571 -0.1159543 1.368
0.01433143 -0.1159543 1.368
0.01693714 -0.1159543 1.368
0.01954286 -0.1159543 1.368
0.02214857 -0.1159543 1.368
0.02475429 -0.1159543 1.368
0.02736 -0.1159543 1.368
0.02996572 -0.1159543 1.368
0.03245238 -0.1155305 1.363
0.03504857 -0.1155305 1.363
0.03764476 -0.1155305 1.363
0.04009333 -0.1151067 1.358
0.04268 -0.1151067 1.358
0.04526667 -0.1151067 1.358
0.04785334 -0.1151067 1.358
0.05044 -0.1151067 1.358
0.05322191 -0.1155305 1.363
0.0558181 -0.1155305 1.363
0.05841429 -0.1155305 1.363
0.06123429 -0.1159543 1.368
0.06383999 -0.1159543 1.368
0.06644572 -0.1159543 1.368
0.06935429 -0.1164629 1.374
0.07197143 -0.1164629 1.374
0.07458857 -0.1164629 1.374
-0.01191429 -0.1151714 1.39
-0.009233334 -0.1147572 1.385
-0.006595239 -0.1147572 1.385
-0.00394 -0.11426 1.379
-0.001313333 -0.11426 1.379
0.001313333 -0.11426 1.379
0.003925715 -0.1138457 1.374
0.006542857 -0.1138457 1.374
0.00916 -0.1138457 1.374
0.01177714 -0.1138457 1.374
0.01433143 -0.1133486 1.368
0.01693714 -0.1133486 1.368
0.01954286 -0.1133486 1.368
0.02214857 -0.1133486 1.368
0.02475429 -0.1133486 1.368
0.02736 -0.1133486 1.368
0.02996572 -0.1133486 1.368
0.03245238 -0.1129343 1.363
0.03504857 -0.1129343 1.363
0.03764476 -0.1129343 1.363
0.04009333 -0.11252 1.358
0.04268 -0.11252 1.358
0.04526667 -0.11252 1.358
0.04785334 -0.11252 1.358
0.05044 -0.11252 1.358
0.05322191 -0.1129343 1.363
0.0558181 -0.1129343 1.363
0.05841429 -0.1129343 1.363
0.06123429 -0.1133486 1.368
0.06383999 -0.1133486 1.368
0.06644572 -0.1133486 1.368
0.06905142 -0.1133486 1.368
0.07197143 -0.1138457 1.374
0.07458857 -0.1138457 1.374
0.07720572 -0.1138457 1.374
-0.009233334 -0.112119 1.385
-0.006595239 -0.112119 1.385
-0.00394 -0.1116333 1.379
-0.001313333 -0.1116333 1.379
0.001313333 -0.1116333 1.379
0.003925715 -0.1112286 1.374
0.006542857 -0.1112286 1.374
0.00916 -0.1112286 1.374
0.01177714 -0.1112286 1.374
0.01433143 -0.1107429 1.368
0.01693714 -0.1107429 1.368
0.01954286 -0.1107429 1.368
0.02214857 -0.1107429 1.368
0.02475429 -0.1107429 1.368
0.02736 -0.1107429 1.368
0.02996572 -0.1107429 1.368
0.03245238 -0.1103381 1.363
0.03504857 -0.1103381 1.363
0.03764476 -0.1103381 1.363
0.04024095 -0.1103381 1.363
0.04283714 -0.1103381 1.363
0.04526667 -0.1099333 1.358
0.04785334 -0.1099333 1.358
0.05062572 -0.1103381 1.363
0.05322191 -0.1103381 1.363
0.0558181 -0.1103381 1.363
0.05841429 -0.1103381 1.363
0.06101048 -0.1103381 1.363
0.06383999 -0.1107429 1.368
0.06644572 -0.1107429 1.368
0.06905142 -0.1107429 1.368
0.07197143 -0.1112286 1.374
0.07458857 -0.1112286 1.374
0.07720572 -0.1112286 1.374
-0.006595239 -0.109481 1.385
-0.00394 -0.1090067 1.379
-0.001313333 -0.1090067 1.379
0.001313333 -0.1090067 1.379
0.003925715 -0.1086114 1.374
0.006542857 -0.1086114 1.374
0.00916 -0.1086114 1.374
0.01177714 -0.1086114 1.374
0.01433143 -0.1081371 1.368
0.01693714 -0.1081371 1.368
0.01954286 -0.1081371 1.368
0.02214857 -0.1081371 1.368
0.02475429 -0.1081371 1.368
0.02736 -0.1081371 1.368
0.02996572 -0.1081371 1.368
0.03245238 -0.1077419 1.363
0.03504857 -0.1077419 1.363
0.03764476 -0.1077419 1.363
0.04024095 -0.1077419 1.363
0.04283714 -0.1077419 1.363
0.04543334 -0.1077419 1.363
0.04802952 -0.1077419 1.363
0.05062572 -0.1077419 1.363
0.05322191 -0.1077419 1.363
0.0558181 -0.1077419 1.363
0.05841429 -0.1077419 1.363
0.06101048 -0.1077419 1.363
0.06383999 -0.1081371 1.368
0.06644572 -0.1081371 1.368
0.06905142 -0.1081371 1.368
0.07197143 -0.1086114 1.374
0.07458857 -0.1086114 1.374
0.07720572 -0.1086114 1.374
-0.003957143 -0.1068429 1.385
-0.001313333 -0.10638 1.379
0.001313333 -0.10638 1.379
0.00394 -0.10638 1.379
0.006542857 -0.1059943 1.374
0.00916 -0.1059943 1.374
0.01177714 -0.1059943 1.374
0.01433143 -0.1055314 1.368
0.01693714 -0.1055314 1.368
0.01954286 -0.1055314 1.368
0.02214857 -0.1055314 1.368
0.02475429 -0.1055314 1.368
0.02736 -0.1055314 1.368
0.02996572 -0.1055314 1.368
0.03245238 -0.1051457 1.363
0.03504857 -0.1051457 1.363
0.03764476 -0.1051457 1.363
0.04024095 -0.1051457 1.363
0.04283714 -0.1051457 1.363
0.04526667 -0.10476 1.358
0.04785334 -0.10476 1.358
0.05044 -0.10476 1.358
0.05322191 -0.1051457 1.363
0.0558181 -0.1051457 1.363
0.05841429 -0.1051457 1.363
0.06101048 -0.1051457 1.363
0.06360667 -0.1051457 1.363
0.06644572 -0.1055314 1.368
0.06905142 -0.1055314 1.368
0.07165715 -0.1055314 1.368
0.07458857 -0.1059943 1.374
0.07720572 -0.1059943 1.374
-0.003957143 -0.1042048 1.385
-0.001319048 -0.1042048 1.385
0.001319048 -0.1042048 1.385
0.003957143 -0.1042048 1.385
0.006566667 -0.1037533 1.379
0.009193334 -0.1037533 1.379
0.01177714 -0.1033771 1.374
0.01439429 -0.1033771 1.374
0.01693714 -0.1029257 1.368
0.01954286 -0.1029257 1.368
0.02214857 -0.1029257 1.368
0.02475429 -0.1029257 1.368
0.02736 -0.1029257 1.368
0.02996572 -0.1029257 1.368
0.03233333 -0.1021733 1.358
0.03492 -0.1021733 1.358
0.03750667 -0.1021733 1.358
0.04009333 -0.1021733 1.358
0.04268 -0.1021733 1.358
0.04526667 -0.1021733 1.358
0.04785334 -0.1021733 1.358
0.05062572 -0.1025495 1.363
0.05322191 -0.1025495 1.363
0.0558181 -0.1025495 1.363
0.05841429 -0.1025495 1.363
0.06101048 -0.1025495 1.363
0.06383999 -0.1029257 1.368
0.06644572 -0.1029257 1.368
0.06935429 -0.1033771 1.374
0.07197143 -0.1033771 1.374
0.07486001 -0.1037533 1.379
0.07748667 -0.1037533 1.379
-0.00394 -0.1011267 1.379
-0.001313333 -0.1011267 1.379
0.001313333 -0.1011267 1.379
0.00394 -0.1011267 1.379
0.006566667 -0.1011267 1.379
0.00916 -0.10076 1.374
0.01177714 -0.10076 1.374
0.01439429 -0.10076 1.374
0.01693714 -0.10032 1.368
0.01954286 -0.10032 1.368
0.02214857 -0.10032 1.368
0.02475429 -0.10032 1.368
0.02736 -0.10032 1.368
0.02996572 -0.10032 1.368
0.03233333 -0.09958667 1.358
0.03492 -0.09958667 1.358
0.03750667 -0.09958667 1.358
0.04009333 -0.09958667 1.358
0.04268 -0.09958667 1.358
0.04526667 -0.09958667 1.358
0.04785334 -0.09958667 1.358
0.05062572 -0.09995334 1.363
0.05322191 -0.09995334 1.363
0.0558181 -0.09995334 1.363
0.05841429 -0.09995334 1.363
0.06101048 -0.09995334 1.363
0.06383999 -0.10032 1.368
0.06644572 -0.10032 1.368
0.06935429 -0.10076 1.374
0.07223333 -0.1011267 1.379
0.07486001 -0.1011267 1.379
0.07748667 -0.1011267 1.379
-0.006566667 -0.0985 1.379
-0.00394 -0.0985 1.379
-0.001313333 -0.0985 1.379
0.001313333 -0.0985 1.379
0.00394 -0.0985 1.379
0.006542857 -0.09814286 1.374
0.00916 -0.09814286 1.374
0.01177714 -0.09814286 1.374
0.01439429 -0.09814286 1.374
0.01693714 -0.09771429 1.368
0.01954286 -0.09771429 1.368
0.02214857 -0.09771429 1.368
0.02466381 -0.09735715 1.363
0.02726 -0.09735715 1.363
0.02985619 -0.09735715 1.363
0.03233333 -0.097 1.358
0.03492 -0.097 1.358
0.03750667 -0.097 1.358
0.04009333 -0.097 1.358
0.04268 -0.097 1.358
0.04526667 -0.097 1.358
0.04785334 -0.097 1.358
0.05062572 -0.09735715 1.363
0.05322191 -0.09735715 1.363
0.0558181 -0.09735715 1.363
0.05841429 -0.09735715 1.363
0.06123429 -0.09771429 1.368
0.06383999 -0.09771429 1.368
0.06698 -0.0985 1.379
0.06960667 -0.0985 1.379
0.07254762 -0.09892858 1.385
0.07518572 -0.09892858 1.385
0.07748667 -0.0985 1.379
-0.006542857 -0.09552571 1.374
-0.003925715 -0.09552571 1.374
-0.001313333 -0.09587334 1.379
0.001313333 -0.09587334 1.379
0.003925715 -0.09552571 1.374
0.006542857 -0.09552571 1.374
0.00916 -0.09552571 1.374
0.01177714 -0.09552571 1.374
0.01433143 -0.09510857 1.368
0.01693714 -0.09510857 1.368
0.01954286 -0.09510857 1.368
0.02214857 -0.09510857 1.368
0.02466381 -0.09476095 1.363
0.02726 -0.09476095 1.363
0.02985619 -0.09476095 1.363
0.03233333 -0.09441333 1.358
0.03492 -0.09441333 1.358
0.03750667 -0.09441333 1.358
0.04009333 -0.09441333 1.358
0.04268 -0.09441333 1.358
0.04526667 -0.09441333 1.358
0.04802952 -0.09476095 1.363
0.05062572 -0.09476095 1.363
0.05322191 -0.09476095 1.363
0.0558181 -0.09476095 1.363
0.05841429 -0.09476095 1.363
0.06123429 -0.09510857 1.368
0.06383999 -0.09510857 1.368
0.06698 -0.09587334 1.379
0.06960667 -0.09587334 1.379
0.07254762 -0.09629048 1.385
0.07518572 -0.09629048 1.385
-0.00916 -0.09290858 1.374
-0.006542857 -0.09290858 1.374
-0.003925715 -0.09290858 1.374
-0.001313333 -0.09324667 1.379
0.001313333 -0.09324667 1.379
0.003925715 -0.09290858 1.374
0.006542857 -0.09290858 1.374
0.00916 -0.09290858 1.374
0.01177714 -0.09290858 1.374
0.01433143 -0.09250286 1.368
0.01693714 -0.09250286 1.368
0.01954286 -0.09250286 1.368
0.02214857 -0.09250286 1.368
0.02466381 -0.09216476 1.363
0.02726 -0.09216476 1.363
0.02985619 -0.09216476 1.363
0.03233333 -0.09182666 1.358
0.03492 -0.09182666 1.358
0.03750667 -0.09182666 1.358
0.04009333 -0.09182666 1.358
0.04268 -0.09182666 1.358
0.04526667 -0.09182666 1.358
0.04785334 -0.09182666 1.358
0.05062572 -0.09216476 1.363
0.05322191 -0.09216476 1.363
0.0558181 -0.09216476 1.363
0.05862857 -0.09250286 1.368
0.06123429 -0.09250286 1.368
0.06383999 -0.09250286 1.368
0.06698 -0.09324667 1.379
0.06990953 -0.09365239 1.385
0.07254762 -0.09365239 1.385
0.07518572 -0.09365239 1.385
-0.00916 -0.09029143 1.374
-0.006542857 -0.09029143 1.374
-0.003925715 -0.09029143 1.374
-0.001308571 -0.09029143 1.374
0.001313333 -0.09062 1.379
0.003925715 -0.09029143 1.374
0.006542857 -0.09029143 1.374
0.00916 -0.09029143 1.374
0.01177714 -0.09029143 1.374
0.01433143 -0.08989714 1.368
0.01693714 -0.08989714 1.368
0.01954286 -0.08989714 1.368
0.02206762 -0.08956858 1.363
0.02466381 -0.08956858 1.363
0.02726 -0.08956858 1.363
0.02985619 -0.08956858 1.363
0.03233333 -0.08924 1.358
0.03492 -0.08924 1.358
0.03750667 -0.08924 1.358
0.04009333 -0.08924 1.358
0.04268 -0.08924 1.358
0.04526667 -0.08924 1.358
0.04785334 -0.08924 1.358
0.05062572 -0.08956858 1.363
0.05322191 -0.08956858 1.363
0.0558181 -0.08956858 1.363
0.05862857 -0.08989714 1.368
0.06123429 -0.08989714 1.368
0.06412 -0.09029143 1.374
0.06727143 -0.0910143 1.385
0.06990953 -0.0910143 1.385
0.07254762 -0.0910143 1.385
0.07518572 -0.0910143 1.385
-0.009193334 -0.08799334 1.379
-0.006542857 -0.08767429 1.374
-0.003925715 -0.08767429 1.374
-0.001308571 -0.08767429 1.374
0.001313333 -0.08799334 1.379
0.003925715 -0.08767429 1.374
0.006542857 -0.08767429 1.374
0.00916 -0.08767429 1.374
0.01177714 -0.08767429 1.374
0.01433143 -0.08729143 1.368
0.01693714 -0.08729143 1.368
0.01954286 -0.08729143 1.368
0.02206762 -0.08697238 1.363
0.02466381 -0.08697238 1.363
0.02726 -0.08697238 1.363
0.02985619 -0.08697238 1.363
0.03233333 -0.08665333 1.358
0.03492 -0.08665333 1.358
0.03750667 -0.08665333 1.358
0.04009333 -0.08665333 1.358
0.04268 -0.08665333 1.358
0.04526667 -0.08665333 1.358
0.04802952 -0.08697238 1.363
0.05062572 -0.08697238 1.363
0.05322191 -0.08697238 1.363
0.0558181 -0.08697238 1.363
0.05862857 -0.08729143 1.368
0.06123429 -0.08729143 1.368
0.06412 -0.08767429 1.374
0.06727143 -0.08837619 1.385
0.06990953 -0.08837619 1.385
0.07254762 -0.08837619 1.385
-0.006566667 -0.08536667 1.379
-0.00394 -0.08536667 1.379
-0.001313333 -0.08536667 1.379
0.001313333 -0.08536667 1.379
0.00394 -0.08536667 1.379
0.006542857 -0.08505715 1.374
0.00916 -0.08505715 1.374
0.01177714 -0.08505715 1.374
0.01433143 -0.08468571 1.368
0.01693714 -0.08468571 1.368
0.01954286 -0.08468571 1.368
0.02206762 -0.08437619 1.363
0.02466381 -0.08437619 1.363
0.02726 -0.08437619 1.363
0.02985619 -0.08437619 1.363
0.03233333 -0.08406667 1.358
0.03492 -0.08406667 1.358
0.03750667 -0.08406667 1.358
0.04009333 -0.08406667 1.358
0.04268 -0.08406667 1.358
0.04526667 -0.08406667 1.358
0.04802952 -0.08437619 1.363
0.05062572 -0.08437619 1.363
0.05341714 -0.08468571 1.368
0.05602286 -0.08468571 1.368
0.05862857 -0.08468571 1.368
0.06150286 -0.08505715 1.374
0.06412 -0.08505715 1.374
0.06727143 -0.0857381 1.385
0.06990953 -0.0857381 1.385
0.07254762 -0.0857381 1.385
-0.006595239 -0.08310001 1.385
-0.00394 -0.08274001 1.379
-0.001313333 -0.08274001 1.379
0.001313333 -0.08274001 1.379
0.00394 -0.08274001 1.379
0.006542857 -0.08244 1.374
0.00916 -0.08244 1.374
0.01177714 -0.08244 1.374
0.01433143 -0.08208001 1.368
0.01693714 -0.08208001 1.368
0.01954286 -0.08208001 1.368
0.02206762 -0.08178 1.363
0.02466381 -0.08178 1.363
0.02726 -0.08178 1.363
0.02985619 -0.08178 1.363
0.03233333 -0.08148 1.358
0.03492 -0.08148 1.358
0.03750667 -0.08148 1.358
0.04009333 -0.08148 1.358
0.04268 -0.08148 1.358
0.04543334 -0.08178 1.363
0.04802952 -0.08178 1.363
0.05062572 -0.08178 1.363
0.05341714 -0.08208001 1.368
0.05602286 -0.08208001 1.368
0.05862857 -0.08208001 1.368
0.06150286 -0.08244 1.374
0.06412 -0.08244 1.374
0.06727143 -0.08310001 1.385
0.06990953 -0.08310001 1.385
0.07254762 -0.08310001 1.385
-0.006619048 -0.08075239 1.39
-0.003971429 -0.08075239 1.39
-0.001319048 -0.08046191 1.385
0.001313333 -0.08011334 1.379
0.00394 -0.08011334 1.379
0.006542857 -0.07982286 1.374
0.00916 -0.07982286 1.374
0.01177714 -0.07982286 1.374
0.01433143 -0.07947429 1.368
0.01693714 -0.07947429 1.368
0.01954286 -0.07947429 1.368
0.02206762 -0.07918382 1.363
0.02466381 -0.07918382 1.363
0.02726 -0.07918382 1.363
0.02985619 -0.07918382 1.363
0.03233333 -0.07889333 1.358
0.03492 -0.07889333 1.358
0.03750667 -0.07889333 1.358
0.04009333 -0.07889333 1.358
0.04268 -0.07889333 1.358
0.04543334 -0.07918382 1.363
0.04802952 -0.07918382 1.363
0.05081143 -0.07947429 1.368
0.05341714 -0.07947429 1.368
0.05602286 -0.07947429 1.368
0.05862857 -0.07947429 1.368
0.06150286 -0.07982286 1.374
0.06435334 -0.08011334 1.379
0.06727143 -0.08046191 1.385
0.06990953 -0.08046191 1.385
0.07280952 -0.08075239 1.39
0.001319048 -0.07782381 1.385
0.00394 -0.07748667 1.379
0.006542857 -0.07720572 1.374
0.00916 -0.07720572 1.374
0.01177714 -0.07720572 1.374
0.01439429 -0.07720572 1.374
0.01693714 -0.07686858 1.368
0.01954286 -0.07686858 1.368
0.02214857 -0.07686858 1.368
0.02475429 -0.07686858 1.368
0.02736 -0.07686858 1.368
0.02985619 -0.07658762 1.363
0.03245238 -0.07658762 1.363
0.03504857 -0.07658762 1.363
0.03764476 -0.07658762 1.363
0.04024095 -0.07658762 1.363
0.04283714 -0.07658762 1.363
0.04543334 -0.07658762 1.363
0.04820571 -0.07686858 1.368
0.05081143 -0.07686858 1.368
0.05341714 -0.07686858 1.368
0.05602286 -0.07686858 1.368
0.05862857 -0.07686858 1.368
0.06150286 -0.07720572 1.374
0.06435334 -0.07748667 1.379
0.06727143 -0.07782381 1.385
0.07016191 -0.07810477 1.39
0.07280952 -0.07810477 1.39
0.07545715 -0.07810477 1.39
0.006542857 -0.07458857 1.374
0.00916 -0.07458857 1.374
0.01177714 -0.07458857 1.374
0.01433143 -0.07426286 1.368
0.01693714 -0.07426286 1.368
0.01954286 -0.07426286 1.368
0.02214857 -0.07426286 1.368
0.02475429 -0.07426286 1.368
0.02736 -0.07426286 1.368
0.02985619 -0.07399143 1.363
0.03245238 -0.07399143 1.363
0.03504857 -0.07399143 1.363
0.03764476 -0.07399143 1.363
0.04024095 -0.07399143 1.363
0.04283714 -0.07399143 1.363
0.0456 -0.07426286 1.368
0.04820571 -0.07426286 1.368
0.05081143 -0.07426286 1.368
0.05341714 -0.07426286 1.368
0.05602286 -0.07426286 1.368
0.05862857 -0.07426286 1.368
0.06172667 -0.07486001 1.379
0.06435334 -0.07486001 1.379
0.06727143 -0.07518572 1.385
0.07016191 -0.07545715 1.39
0.07280952 -0.07545715 1.39
0.07545715 -0.07545715 1.39
0.07810477 -0.07545715 1.39
0.00916 -0.07197143 1.374
0.01177714 -0.07197143 1.374
0.01433143 -0.07165715 1.368
0.01693714 -0.07165715 1.368
0.01954286 -0.07165715 1.368
0.02214857 -0.07165715 1.368
0.02475429 -0.07165715 1.368
0.02736 -0.07165715 1.368
0.02996572 -0.07165715 1.368
0.03245238 -0.07139524 1.363
0.03504857 -0.07139524 1.363
0.03764476 -0.07139524 1.363
0.04024095 -0.07139524 1.363
0.04283714 -0.07139524 1.363
0.0456 -0.07165715 1.368
0.04820571 -0.07165715 1.368
0.05081143 -0.07165715 1.368
0.05341714 -0.07165715 1.368
0.05602286 -0.07165715 1.368
0.05888572 -0.07197143 1.374
0.06172667 -0.07223333 1.379
0.06435334 -0.07223333 1.379
0.06727143 -0.07254762 1.385
0.07016191 -0.07280952 1.39
0.07280952 -0.07280952 1.39
0.07545715 -0.07280952 1.39
0.07810477 -0.07280952 1.39
0.00916 -0.06935429 1.374
0.01177714 -0.06935429 1.374
0.01433143 -0.06905142 1.368
0.01693714 -0.06905142 1.368
0.01954286 -0.06905142 1.368
0.02214857 -0.06905142 1.368
0.02475429 -0.06905142 1.368
0.02736 -0.06905142 1.368
0.02996572 -0.06905142 1.368
0.03245238 -0.06879905 1.363
0.03504857 -0.06879905 1.363
0.03764476 -0.06879905 1.363
0.04024095 -0.06879905 1.363
0.04299429 -0.06905142 1.368
0.0456 -0.06905142 1.368
0.04820571 -0.06905142 1.368
0.05081143 -0.06905142 1.368
0.05365143 -0.06935429 1.374
0.05626858 -0.06935429 1.374
0.05888572 -0.06935429 1.374
0.06172667 -0.06960667 1.379
0.06463334 -0.06990953 1.385
0.06727143 -0.06990953 1.385
0.07016191 -0.07016191 1.39
0.07280952 -0.07016191 1.39
0.07545715 -0.07016191 1.39
0.07810477 -0.07016191 1.39
0.01172571 -0.06644572 1.368
0.01433143 -0.06644572 1.368
0.01693714 -0.06644572 1.368
0.01954286 -0.06644572 1.368
0.02214857 -0.06644572 1.368
0.02475429 -0.06644572 1.368
0.02736 -0.06644572 1.368
0.02996572 -0.06644572 1.368
0.03245238 -0.06620286 1.363
0.03504857 -0.06620286 1.363
0.03764476 -0.06620286 1.363
0.04024095 -0.06620286 1.363
0.04299429 -0.06644572 1.368
0.0456 -0.06644572 1.368
0.04820571 -0.06644572 1.368
0.05081143 -0.06644572 1.368
0.05365143 -0.06673715 1.374
0.05626858 -0.06673715 1.374
0.0591 -0.06698 1.379
0.06199525 -0.06727143 1.385
0.06463334 -0.06727143 1.385
0.06751429 -0.06751429 1.39
0.07016191 -0.06751429 1.39
0.07312381 -0.06780571 1.396
0.07578286 -0.06780571 1.396
0.07906 -0.06834 1.407
0.08174 -0.06834 1.407
0.01172571 -0.06383999 1.368
0.01433143 -0.06383999 1.368
0.01693714 -0.06383999 1.368
0.01954286 -0.06383999 1.368
0.02214857 -0.06383999 1.368
0.02475429 -0.06383999 1.368
0.02736 -0.06383999 1.368
0.02996572 -0.06383999 1.368
0.03257143 -0.06383999 1.368
0.03517714 -0.06383999 1.368
0.03778286 -0.06383999 1.368
0.04038857 -0.06383999 1.368
0.04299429 -0.06383999 1.368
0.0456 -0.06383999 1.368
0.04820571 -0.06383999 1.368
0.05081143 -0.06383999 1.368
0.05365143 -0.06412 1.374
0.05626858 -0.06412 1.374
0.0591 -0.06435334 1.379
0.06199525 -0.06463334 1.385
0.06463334 -0.06463334 1.385
0.06751429 -0.06486668 1.39
0.07046476 -0.06514666 1.396
0.07312381 -0.06514666 1.396
0.07610857 -0.06542667 1.402
0.07906 -0.06566 1.407
0.01172571 -0.06123429 1.368
0.01433143 -0.06123429 1.368
0.01693714 -0.06123429 1.368
0.01954286 -0.06123429 1.368
0.02214857 -0.06123429 1.368
0.02486286 -0.06150286 1.374
0.02736 -0.06123429 1.368
0.02996572 -0.06123429 1.368
0.03257143 -0.06123429 1.368
0.03517714 -0.06123429 1.368
0.03778286 -0.06123429 1.368
0.04038857 -0.06123429 1.368
0.04299429 -0.06123429 1.368
0.0456 -0.06123429 1.368
0.04820571 -0.06123429 1.368
0.05081143 -0.06123429 1.368
0.05365143 -0.06150286 1.374
0.05626858 -0.06150286 1.374
0.0591 -0.06172667 1.379
0.06199525 -0.06199525 1.385
0.06463334 -0.06199525 1.385
0.06751429 -0.06221905 1.39
0.07046476 -0.06248762 1.396
0.07343809 -0.0627562 1.402
0.07638001 -0.06298 1.407
0.07906 -0.06298 1.407
0.01172571 -0.05862857 1.368
0.01433143 -0.05862857 1.368
0.01701143 -0.05888572 1.374
0.01962857 -0.05888572 1.374
0.02224572 -0.05888572 1.374
0.02486286 -0.05888572 1.374
0.02748 -0.05888572 1.374
0.03009714 -0.05888572 1.374
0.03257143 -0.05862857 1.368
0.03517714 -0.05862857 1.368
0.03778286 -0.05862857 1.368
0.04038857 -0.05862857 1.368
0.04299429 -0.05862857 1.368
0.0458 -0.05888572 1.374
0.04841714 -0.05888572 1.374
0.05103429 -0.05888572 1.374
0.05365143 -0.05888572 1.374
0.05647334 -0.0591 1.379
0.05935715 -0.05935715 1.385
0.06199525 -0.05935715 1.385
0.06486668 -0.05957143 1.39
0.06751429 -0.05957143 1.39
0.07046476 -0.05982857 1.396
0.07343809 -0.06008572 1.402
0.07638001 -0.0603 1.407
0.01172571 -0.05602286 1.368
0.01433143 -0.05602286 1.368
0.01701143 -0.05626858 1.374
0.01962857 -0.05626858 1.374
0.02224572 -0.05626858 1.374
0.02486286 -0.05626858 1.374
0.02748 -0.05626858 1.374
0.03009714 -0.05626858 1.374
0.03257143 -0.05602286 1.368
0.03517714 -0.05602286 1.368
0.03778286 -0.05602286 1.368
0.04038857 -0.05602286 1.368
0.04318286 -0.05626858 1.374
0.0458 -0.05626858 1.374
0.04841714 -0.05626858 1.374
0.05103429 -0.05626858 1.374
0.05384667 -0.05647334 1.379
0.05647334 -0.05647334 1.379
0.05935715 -0.05671905 1.385
0.06199525 -0.05671905 1.385
0.06486668 -0.05692381 1.39
0.06751429 -0.05692381 1.39
0.07046476 -0.05716952 1.396
0.07343809 -0.05741524 1.402
0.01177714 -0.05365143 1.374
0.01439429 -0.05365143 1.374
0.01701143 -0.05365143 1.374
0.01962857 -0.05365143 1.374
0.02224572 -0.05365143 1.374
0.02486286 -0.05365143 1.374
0.02748 -0.05365143 1.374
0.03009714 -0.05365143 1.374
0.03257143 -0.05341714 1.368
0.03517714 -0.05341714 1.368
0.03778286 -0.05341714 1.368
0.04056571 -0.05365143 1.374
